id,name,album,album_id,artists,artist_ids,track_number,disc_number,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,year,hit,year_hit
3s4U7OHV7gnj42VV72eSZ6,Rather Be (feat. Jess Glynne),Rather Be (feat. Jess Glynne),4UB0J5V3JsZZtNR360pZ6r,"Clean Bandit, Jess Glynne","6MDME20pz9RveH9rEXvrOM, 4ScCswdRlyA23odg9thgIO",1,1,FALSE,0.799,0.586,11,-6.735,1,0.0377,0.162,2.03e-6,0.193,0.549,120.97,227833,4,2014,1,2014
3U4isOIWM3VvDubwSI3y7a,All of Me,Love In The Future (Expanded Edition),4OTAx9un4e6NfoHuVRiOrC,John Legend,5y2Xq6xcjJb2jVM54GHK3t,6,1,FALSE,0.422,0.264,8,-7.064,1,0.0322,0.922,0,0.132,0.331,119.93,269560,4,2013,1,2014
40xhyfAPDoMtv494MfPevP,XO,BEYONCÉ [Platinum Edition],2UJwKSBUz6rtW4QLK74kQu,Beyoncé,6vWDO969PvNqNYHIOW5v0m,10,1,FALSE,0.47,0.793,0,-8.929,1,0.26,0.164,1.31e-6,0.313,0.216,170.1,215947,4,2014,1,2014
483XiZ5o13Cc1zoWV7jGml,Gecko (Overdrive) - Radio Edit,Gecko (Overdrive) [Radio Edit],4cJyCdYZKnIhxQCSymU2ES,"Oliver Heldens, Becky Hill","5nki7yRhxgM509M5ADlN1p, 4EPJlUEBy49EX1wuFOvtjK",1,1,FALSE,0.609,0.885,0,-5.469,1,0.0642,0.00521,1.15e-5,0.336,0.76,124.959,165441,4,2014,1,2014
4G92yYrUs0cvY7G41YRI0z,Jealous,Jealous - EP,6bsCl6iS6dvC4xaiBlecPv,Labrinth,2feDdbD5araYcm6JhFHHw7,1,1,FALSE,0.439,0.153,1,-8.95,1,0.0479,0.874,0,0.107,0.104,116.76,287693,3,2014,1,2014
4gbVRS8gloEluzf0GzDOFc,Maps,V,2Auw0pTT6EcQdvHNimhLQI,Maroon 5,04gDigrS5kc9YWfZHwBETP,1,1,FALSE,0.742,0.713,1,-5.522,0,0.0303,0.0205,0,0.059,0.879,120.032,189960,4,2014,1,2014
4J7CKHCF3mdL4diUsmW8lq,Under Control (feat. Hurts),Motion,48zisMeiXniWLzOQghbPqS,"Calvin Harris, Alesso, Hurts","7CajNmpbOovFoOoasH2HaY, 4AVFqumd2ogHFlRbKIjp1t, 3w4VAlllkAWI6m0AV0Gn6a",2,1,FALSE,0.544,0.915,8,-3.405,1,0.0841,0.129,9.14e-4,0.115,0.51,126.094,184280,4,2014,1,2014
4jbmgIyjGoXjY01XxatOx6,Dark Horse,PRISM,3jB9yFDwRe3KhtGnHXJntk,"Katy Perry, Juicy J","6jJ0s89eD6GaHleKKya26X, 5gCRApTajqwbnHHPbr2Fpi",6,1,FALSE,0.647,0.585,6,-6.123,1,0.0512,0.00314,0,0.165,0.353,131.934,215672,4,2013,1,2014
4lhqb6JvbHId48OUJGwymk,Hey Brother,True,2H6i2CrWgXE1HookLu8Au0,Avicii,1vCWHaC5f2uS3yhpwWbIA6,3,1,FALSE,0.545,0.78,7,-4.867,0,0.0436,0.0309,4.64e-5,0.0828,0.458,125.014,255093,4,2013,1,2014
4N1MFKjziFHH4IS3RYYUrU,My Love,My Love,4ZD1KnBqghtSAEyqrZAkU4,"Route 94, Jess Glynne","1dgdvbogmctybPrGEcnYf6, 4ScCswdRlyA23odg9thgIO",1,1,FALSE,0.813,0.616,8,-7.571,1,0.0495,1.32e-4,0.705,0.0658,0.744,119.977,259934,4,2014,1,2014
4nVBt6MZDDP6tRVdQTgxJg,Story of My Life,Midnight Memories (Deluxe),7p1fX8aUySrBdx4WSYspOu,One Direction,4AK6F7OLvEQ5QYCBNiQWHq,2,1,FALSE,0.6,0.663,3,-5.802,1,0.0477,0.225,0,0.119,0.286,121.07,245493,4,2013,1,2014
4q6dqyGM25sKFU8nYAGRe4,Show Me (feat. Chris Brown),My Own Lane (Expanded Edition),6qBNm8dkdowRUUrN7uwR11,"Kid Ink, Chris Brown","6KZDXtSj0SzGOV705nNeh3, 7bXgB6jMjp9ATFy66eO08Z",3,1,TRUE,0.711,0.508,7,-7.299,1,0.0502,0.0355,0,0.141,0.663,98.098,217800,4,2014,1,2014
51tUT1gHE30GQPhn1agudM,Hideaway,Sound Of A Woman,2esSZWmdzMPyQsszbsX0rr,Kiesza,4zxvC7CRGvggq9EWXOpwAo,1,1,FALSE,0.838,0.72,7,-4.135,0,0.0483,0.0862,0.00696,0.0772,0.203,122.993,251987,4,2014,1,2014
57kR5SniQIbsbVoIjjOUDa,You Know You Like It,You Know You Like It,6mQGo1a9mXHNUSJYwXi9Wd,"DJ Snake, AlunaGeorge","540vIaP2JwjQb9dm3aArA4, 2VAnyOxzJuSAj7XIuEOT38",1,1,FALSE,0.407,0.725,5,-5.346,0,0.188,0.0141,2.46e-6,0.306,0.247,196.093,247267,4,2014,1,2014
5BJSZocnCeSNeYMj3iVqM7,Love Runs Out,Native,2bbhW5ifCwOYM8DMkqoYBF,OneRepublic,5Pwc4xIPtQLFEnJriah9YJ,2,1,FALSE,0.719,0.935,7,-3.752,1,0.0589,0.167,0,0.0973,0.738,120.022,224227,4,2014,1,2014
5BrTUo0xP1wKXLJWUaGFtk,Loyal (feat. Lil Wayne & Tyga),X (Expanded Edition),3LByoNjO4gbuX5D0u26LDY,"Chris Brown, Lil Wayne, Tyga","7bXgB6jMjp9ATFy66eO08Z, 55Aa2cqylxrFIXC767Z865, 5LHRHt1k9lMyONurDHEdrp",3,1,TRUE,0.841,0.522,10,-5.963,0,0.049,0.0168,1.37e-6,0.188,0.616,99.059,264947,4,2014,1,2014
5Hroj5K7vLpIG4FNCRIjbP,Best Day Of My Life,"Oh, What A Life",0V4laGZGshNCpurfIdUhHv,American Authors,0MlOPi3zIDMVrfA9R04Fe3,3,1,FALSE,0.673,0.902,2,-2.392,1,0.0346,0.0591,2.62e-4,0.0558,0.538,100.012,194240,4,2014,1,2014
5J4ZkQpzMUFojo1CtAZYpn,Love Me Harder,My Everything (Deluxe),6EVYTRG1drKdO8OnIQBeEj,"Ariana Grande, The Weeknd","66CXWjxzNUsdJxJ2JdwvnR, 1Xyo4u8uXC1ZmMpatF05PJ",9,1,FALSE,0.472,0.714,1,-4.389,0,0.0334,0.00937,0,0.0764,0.24,98.992,236133,4,2014,1,2014
5jE48hhRu8E6zBDPRSkEq7,All About That Bass,Title (Deluxe),5W98Ab4VvQEuFEE4TIe5fE,Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,2,1,TRUE,0.807,0.887,9,-3.726,1,0.0503,0.0573,2.87e-6,0.124,0.961,134.052,187920,4,2015,1,2014
5KONnBIQ9LqCxyeSPin26k,Trumpets,Talk Dirty,4PeZu0It7qVrTG40t3HM9A,Jason Derulo,07YZf4WDAMNwqr4jfgOZ8y,3,1,FALSE,0.635,0.691,0,-4.862,1,0.258,0.555,0,0.097,0.638,82.142,217419,4,2013,1,2014
5L2l7mI8J1USMzhsmdjat9,Red Lights,A Town Called Paradise,4SHlBT6B3kL8bdj6X2xHRp,Tiësto,2o5jDhtHVPhrJdv3cEQ99Z,1,1,FALSE,0.654,0.83,10,-4.801,1,0.0366,6.29e-4,1.13e-6,0.121,0.548,124.989,262200,4,2014,1,2014
5lF0pHbsJ0QqyIrLweHJPW,Burn,Halcyon Nights,1gKVOJVxDTqw9IaCbKaYd4,Ellie Goulding,0X2BH1fck6amBIoJhDVmmJ,1,2,FALSE,0.555,0.772,1,-5.007,1,0.0523,0.315,0,0.105,0.346,86.921,231213,4,2012,1,2014
5LIleJbUUgtvYnBW9wfY1W,Na Na,Trigga Reloaded,3pKTKC0AAe3yTcXQLzvpSW,Trey Songz,2iojnBLj0qIMiKPvVhLnsH,6,1,FALSE,0.67,0.476,9,-6.253,0,0.0406,0.328,0,0.104,0.235,96.975,231907,4,2015,1,2014
5Nm9ERjJZ5oyfXZTECKmRt,Stay With Me,In The Lonely Hour,08jWgM4vSkTose4blKBWov,Sam Smith,2wY79sveU1sp5g7SokKOiI,3,1,FALSE,0.418,0.42,0,-6.444,1,0.0414,0.588,6.39e-5,0.11,0.184,84.094,172724,4,2014,1,2014
5NQJnRpJHRaupdegphntQT,Jealous - Remix,Nick Jonas X2,4G4Azv5cwPBv3vCA0mD6ei,"Nick Jonas, Tinashe","4Rxn7Im3LGfyRkY2FlHhWi, 0NIIxcxNHmOoyBx03SfTCD",18,1,TRUE,0.684,0.71,11,-3.614,0,0.0779,0.0132,0,0.444,0.451,93.007,222187,4,2015,1,2014
5O2P9iiztwhomNh8xkR9lJ,Night Changes,FOUR (Deluxe),4gCNyS7pidfK3rKWhB3JOY,One Direction,4AK6F7OLvEQ5QYCBNiQWHq,7,1,FALSE,0.672,0.52,8,-7.747,1,0.0353,0.859,0,0.115,0.37,120.001,226600,4,2014,1,2014
5S9lfZu1YF8xKkgSsqL2Bd,Elastic Heart,1000 Forms Of Fear (Deluxe Version),6FdNvoO5sF4EKwCX9je1MH,Sia,5WUlDfRSoLAfcVSX1WnrxN,8,1,FALSE,0.421,0.791,9,-4.998,1,0.0496,0.0117,1.48e-5,0.146,0.499,130.075,257200,4,2015,1,2014
5SsR3wtCOafDmZgvIdRhSm,Man Of The Year,Oxymoron (Deluxe),7Et3bSTLLqdABO1qCxUplS,ScHoolboy Q,5IcR3N7QB1j6KBL8eImZ8m,12,1,TRUE,0.749,0.865,3,-5.228,1,0.0413,0.00536,0,0.198,0.371,111.914,216013,4,2014,1,2014
5xTtaWoae3wi06K5WfVUUH,Shake It Off,1989,2QJmrSgbdM35R67eoGQo4j,Taylor Swift,06HL4z0CvFAxyc27GXpf02,6,1,FALSE,0.647,0.785,7,-5.414,1,0.165,0.0561,0,0.148,0.943,160.015,219200,4,2014,1,2014
5XX9oGZfgKMXdHnEp4t2JB,Money On My Mind,In The Lonely Hour,08jWgM4vSkTose4blKBWov,Sam Smith,2wY79sveU1sp5g7SokKOiI,1,1,FALSE,0.688,0.841,2,-5.217,1,0.179,0.204,2.95e-4,0.229,0.743,133.912,192670,4,2014,1,2014
60nZcImufyMA1MKQY3dcCH,"Happy - From ""Despicable Me 2""",G I R L,0lrmy4pJINsFzycJvttX2W,Pharrell Williams,2RdwBSPQiwcmiDo9kixcl8,5,1,FALSE,0.647,0.822,5,-4.662,0,0.183,0.219,0,0.0908,0.962,160.019,232720,4,2014,1,2014
62ke5zFUJN6RvtXZgVH0F8,Only Love Can Hurt Like This,A Perfect Contradiction (Outsiders' Expanded Edition),3jRG3qOfsSSW3SBdeBiIfC,Paloma Faith,4fwuXg6XQHfdlOdmw36OHa,4,1,FALSE,0.566,0.885,8,-4.528,1,0.0818,0.0958,9.97e-5,0.334,0.304,90.99,232893,4,2014,1,2014
67awxiNHNyjMXhVgsHuIrs,Turn Down for What,Turn Down for What,3zo0Hxh9rjJsdw2JAKReE3,"DJ Snake, Lil Jon","540vIaP2JwjQb9dm3aArA4, 7sfl4Xt5KmfyDs2T3SVSMK",1,1,FALSE,0.818,0.799,1,-4.1,0,0.156,0.00107,0.128,0.057,0.0815,100.014,213733,4,2013,1,2014
69gQgkobVW8bWjoCjBYQUd,I Got U,EP1,5ZzT6EX1TinZGrS7CuaTHI,"Duke Dumont, Jax Jones","61lyPtntblHJvA7FMMhi7E, 4Q6nIcaBED8qUel8bBx6Cr",1,1,FALSE,0.636,0.761,9,-7.752,0,0.035,0.00377,0.00784,0.0851,0.463,120.837,285596,4,2014,1,2014
6FE2iI43OZnszFLuLtvvmg,Classic,MKTO,5IenxFp0vpnXBUxPcwJtbE,MKTO,2l35CQqtYRh3d8ZIiBep4v,2,1,FALSE,0.72,0.791,1,-4.689,1,0.124,0.0384,0,0.157,0.756,102.071,175427,4,2012,1,2014
6g6A7qNhTfUgOSH7ROOxTD,Talk Dirty (feat. 2 Chainz),Talk Dirty,4PeZu0It7qVrTG40t3HM9A,"Jason Derulo, 2 Chainz","07YZf4WDAMNwqr4jfgOZ8y, 17lzZA2AlOHwCwFALHttmp",1,1,TRUE,0.76,0.652,6,-7.321,1,0.232,0.0348,0,0.307,0.759,100.315,177685,4,2013,1,2014
6jG2YzhxptolDzLHTGLt7S,Drunk in Love (feat. Jay-Z),BEYONCÉ [Platinum Edition],2UJwKSBUz6rtW4QLK74kQu,"Beyoncé, JAY-Z","6vWDO969PvNqNYHIOW5v0m, 3nFkdlSjzX9mRTtwJOzDYB",3,1,TRUE,0.583,0.621,5,-6.902,0,0.0479,0.00972,0.00106,0.181,0.399,140.036,323480,4,2014,1,2014
6K8qKeWo5MsFED7wCR6Kop,Sing,x (Deluxe Edition),1xn54DMo2qIqBuMqHtUsFd,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,3,1,FALSE,0.818,0.67,8,-4.451,0,0.0472,0.304,1.22e-6,0.0601,0.939,119.988,235382,4,2014,1,2014
6RtPijgfPKROxEzTHNRiDp,Rude,Don't Kill the Magic,0RZ4Ct4vegYBmL9g88TBNi,MAGIC!,0DxeaLnv6SyYk2DOqkLO8c,1,1,FALSE,0.773,0.758,1,-4.993,1,0.0381,0.0422,0,0.305,0.925,144.033,224840,4,2014,1,2014
6Vc5wAMmXdKIAM7WUoEb7N,Say Something,Is There Anybody Out There?,1yOcLa4euMk9sV7rRJ89Dl,"A Great Big World, Christina Aguilera","5xKp3UyavIBUsGy3DQdXeF, 1l7ZsJRRS8wlW3WfJfPfNS",13,1,FALSE,0.407,0.147,2,-8.822,1,0.0355,0.857,2.89e-6,0.0913,0.0765,141.284,229400,3,2014,1,2014
6YUTL4dYpB9xZO5qExPf05,Summer,Motion,48zisMeiXniWLzOQghbPqS,Calvin Harris,7CajNmpbOovFoOoasH2HaY,8,1,FALSE,0.596,0.856,4,-3.556,0,0.0346,0.0211,0.0178,0.141,0.743,127.949,222533,4,2014,1,2014
7795WJLVKJoAyVoOtCWqXN,I'm Not The Only One,In The Lonely Hour,08jWgM4vSkTose4blKBWov,Sam Smith,2wY79sveU1sp5g7SokKOiI,5,1,FALSE,0.677,0.485,5,-5.795,1,0.0361,0.529,2.04e-5,0.0766,0.493,82.001,239317,4,2014,1,2014
794F99D5BQHS5ZGRXAs7I5,Anaconda,The Pinkprint (Deluxe),5ooCuPIk58IwSo6DRr1JCu,Nicki Minaj,0hCNtLu0JehylgoiP8L4Gh,12,1,TRUE,0.964,0.605,9,-6.223,1,0.179,0.0668,7.78e-6,0.214,0.646,129.994,260240,4,2014,1,2014
7ioiB40H9xKs04QtIso2I3,Somebody,Somebody,5gcn8qK6xElFNIP3mGed0M,"Natalie La Rose, Jeremih","2qdONMCoDngQk0eV4Avs1i, 3KV3p5EY4AvKxOlhGHORLg",1,1,FALSE,0.83,0.52,0,-8.714,1,0.0376,7.92e-4,1.25e-5,0.0656,0.735,104.99,189907,4,2014,1,2014
7m3povhdMDLZwuEKak0l0n,Wasted,A Town Called Paradise (Deluxe),1116PKIKlArm87HVaPtonW,"Tiësto, Matthew Koma","2o5jDhtHVPhrJdv3cEQ99Z, 1mU61l2mcjEFraXZLpvVMo",8,1,FALSE,0.638,0.816,2,-5.503,1,0.0308,0.00149,0.00115,0.195,0.386,112.014,190014,4,2014,1,2014
7pNC5ZIKtwUK0ReSpM3P9f,Black Widow,The New Classic,3r51pg8BwnjazLJlW6dJIh,"Iggy Azalea, Rita Ora","5yG7ZAZafVaAlMTeBybKAL, 5CCwRZC6euC8Odo6y9X8jr",10,1,TRUE,0.743,0.72,11,-3.753,1,0.124,0.192,3.86e-4,0.109,0.519,163.99,209423,4,2014,1,2014
7vS3Y0IKjde7Xg85LWIEdP,Problem,My Everything (Deluxe),6EVYTRG1drKdO8OnIQBeEj,"Ariana Grande, Iggy Azalea","66CXWjxzNUsdJxJ2JdwvnR, 5yG7ZAZafVaAlMTeBybKAL",2,1,FALSE,0.66,0.805,1,-5.352,0,0.153,0.0192,8.83e-6,0.159,0.625,103.008,193920,4,2014,1,2014
01aTsQoKoeXofSTvKuunzv,Lean On,Peace Is The Mission,2rqjmynngV4AmGoL1ZEuwM,"Major Lazer, DJ Snake, MØ","738wLrAtLtCtFOLvQBXOXp, 540vIaP2JwjQb9dm3aArA4, 0bdfiayQAKewqEvaU6rXCv",4,1,FALSE,0.723,0.809,7,-3.081,0,0.0625,0.00346,0.00123,0.565,0.274,98.007,176561,4,2015,1,2015
023OVLNzXhX0j7CxswUt6D,Cheerleader - Felix Jaehn Remix Radio Edit,Me 4 U,1QwWTLYn9dntAj7l9FRJwY,OMI,5MouCg6ta7zAxsfMEbc1uh,1,1,FALSE,0.78,0.68,4,-6.081,1,0.0305,0.141,1.2e-5,0.138,0.594,118.026,180560,4,2015,1,2015
02M6vucOvmRfMxTXDUwRXu,7/11,BEYONCÉ [Platinum Edition],2UJwKSBUz6rtW4QLK74kQu,Beyoncé,6vWDO969PvNqNYHIOW5v0m,1,2,FALSE,0.747,0.705,9,-5.137,0,0.126,0.0128,0,0.126,0.56,136.024,213507,4,2014,1,2015
04aAxqtGp5pv12UXAg4pkq,Centuries,American Beauty/American Psycho,022DrG7Wp2PSCwzuD0bSzT,Fall Out Boy,4UXqAaa6dQYAk18Lv7PEgX,3,1,FALSE,0.393,0.858,4,-2.868,0,0.0729,0.00359,0,0.102,0.56,176.042,228360,4,2015,1,2015
09CtPGIpYB4BrO8qb1RGsF,Sorry,Purpose (Deluxe),6Fr2rQkZ383FcMqFyT7yPr,Justin Bieber,1uNFoZAHBGtllmzznpCI3s,4,1,FALSE,0.654,0.76,0,-3.669,0,0.045,0.0797,0,0.299,0.41,99.945,200787,4,2015,1,2015
0ct6r3EGTcMLPtrXHDvVjc,The Nights,The Days / Nights,0h2knr6qpiAq0tV5ri5JMF,Avicii,1vCWHaC5f2uS3yhpwWbIA6,2,1,FALSE,0.527,0.835,6,-5.298,1,0.0433,0.0166,0,0.249,0.654,125.983,176658,4,2014,1,2015
0fgZUSa7D7aVvv3GfO0A1n,Post to Be (feat. Chris Brown & Jhene Aiko),Sex Playlist,13QoXGJgs22WiDG1NWT00D,"Omarion, Chris Brown, Jhené Aiko","0f5nVCcR06GX8Qikz0COtT, 7bXgB6jMjp9ATFy66eO08Z, 5ZS223C6JyBfXasXxrRqOk",2,1,TRUE,0.733,0.676,10,-5.655,0,0.0432,0.0697,0,0.208,0.701,97.448,226581,4,2014,1,2015
0fYVliAYKHuPmECRs1pbRf,Renegades,VHS,7A8fZ2jjiu5heq7wNCutKN,X Ambassadors,3NPpFNZtSTHheNBaWC82rB,2,1,FALSE,0.526,0.862,2,-6.003,1,0.0905,0.0144,0.0597,0.229,0.528,90.052,195200,4,2015,1,2015
0hNduWmlWmEmuwEFcYvRu1,Sunset Lover,Sunset Lover,4Ky2PpWb26OxNabAMffyBw,Petit Biscuit,6gK1Uct5FEdaUWRWpU4Cl2,1,1,FALSE,0.783,0.467,6,-9.474,1,0.0503,0.729,0.809,0.109,0.236,90.838,237793,4,2015,1,2015
0hy1SOTEn9ifXTzOwnCwEr,All Eyes on You (feat. Chris Brown & Nicki Minaj),Dreams Worth More Than Money,2O3OKOYCub892PUGprsaQo,"Meek Mill, Chris Brown, Nicki Minaj","20sxb77xiYeusSH8cVdatc, 7bXgB6jMjp9ATFy66eO08Z, 0hCNtLu0JehylgoiP8L4Gh",4,1,TRUE,0.589,0.658,11,-5.288,0,0.203,0.0242,0,0.118,0.251,77.521,223973,4,2015,1,2015
0k6DnZMLoEUH8NGD5zh2SE,Ayo,Fan of A Fan The Album (Expanded Edition),4neocSMt40stXKK2B8Sy2G,"Chris Brown, Tyga","7bXgB6jMjp9ATFy66eO08Z, 5LHRHt1k9lMyONurDHEdrp",3,1,TRUE,0.823,0.563,6,-5.095,1,0.0443,0.0399,0,0.0851,0.682,98.031,225227,4,2015,1,2015
0N3W5peJUQtI4eyR6GJT5O,King Kunta,To Pimp A Butterfly,7ycBtnsMtyVbbwTfJwRjSP,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,3,1,TRUE,0.884,0.657,6,-4.569,0,0.0977,0.00589,0,0.154,0.489,107.059,234693,4,2015,1,2015
0NTMtAO2BV4tnGvw9EgBVq,Bitch Better Have My Money,Bitch Better Have My Money,4S8F794ucXJcAtycwOZgR9,Rihanna,5pKCCKE2ajJHZ9KAiaK11H,1,1,TRUE,0.781,0.728,1,-4.981,1,0.0621,0.0509,1.94e-6,0.257,0.395,102.99,219306,4,2015,1,2015
0PJIbOdMs3bd5AT8liULMQ,oui,Late Nights: The Album,7DMyQuDPe8xzjC0UDSDa96,Jeremih,3KV3p5EY4AvKxOlhGHORLg,4,1,FALSE,0.418,0.724,5,-3.724,1,0.0964,0.213,0,0.112,0.604,78.521,238320,5,2015,1,2015
0t7fVeEJxO2Xi4H2K5Svc9,Send My Love (To Your New Lover),25,3AvPX1B1HiFROvYjLb5Qwi,Adele,4dpARuHxo51G3z768sgnrY,2,1,FALSE,0.688,0.533,6,-8.363,0,0.0865,0.0355,3.48e-6,0.172,0.567,164.069,223079,4,2015,1,2015
0wwPcA6wtMf6HUMpIRdeP7,Hotline Bling,Views,40GMAhriYJRO1rsY4YdrZb,Drake,3TVXtAsR1Inumwj472S9r4,20,1,FALSE,0.891,0.628,2,-7.863,1,0.0551,0.00258,1.9e-4,0.0504,0.552,134.966,267067,4,2016,1,2015
0y1QJc3SJVPKJ1OvFmFqe6,Way down We Go,A/B,4he4SQup02hEIQdwhZlZlk,KALEO,7jdFEYD2LTYjfwxOdlVjmc,2,1,FALSE,0.489,0.505,10,-8.022,0,0.117,0.579,3.33e-4,0.104,0.337,163.255,213707,4,2016,1,2015
13HVjjWUZFaWilh2QUJKsP,Let It Go,Chaos And The Calm,5BxvswQSGWrBbVCdx6mFGO,James Bay,4EzkuveR9pLvDVFNx6foYD,3,1,FALSE,0.546,0.311,1,-10.396,1,0.0288,0.818,1.65e-5,0.107,0.246,147.464,260533,4,2014,1,2015
1CS7Sd1u5tWkstBhpssyjP,Take Me to Church,Hozier (Expanded Edition),4Pv7m8D82A1Xun7xNCKZjJ,Hozier,2FXC3k01G6Gw61bmprjgqS,1,1,FALSE,0.566,0.664,4,-5.303,0,0.0464,0.634,0,0.116,0.437,128.945,241693,4,2014,1,2015
1I8tHoNBFTuoJAlh4hfVVE,Firestone,Cloud Nine,0uMIzWh1uEpHEBell4rlF8,"Kygo, Conrad Sewell","23fqKkggKUBHNkbKtXEls4, 1rw8ZTLnDHd74TWDDukjVi",5,1,FALSE,0.704,0.634,11,-7.374,0,0.0428,0.393,3.17e-5,0.0952,0.411,113.927,271640,4,2016,1,2015
1p80LdxRV74UKvL8gnD7ky,Blank Space,1989,2QJmrSgbdM35R67eoGQo4j,Taylor Swift,06HL4z0CvFAxyc27GXpf02,2,1,FALSE,0.753,0.678,5,-5.421,1,0.0644,0.085,1.64e-6,0.13,0.583,96.006,231827,4,2014,1,2015
1rIKgCH4H52lrvDcz50hS8,Lush Life,So Good,5YLRVHDVRw3QqWbeTGpC5B,Zara Larsson,1Xylc3o4UrD53lo9CvFvVg,2,1,FALSE,0.694,0.712,7,-3.923,0,0.046,0.132,0,0.211,0.799,98.023,201122,4,2017,1,2015
1VyiUi0mRnSKgtHa5dBoUd,Spirits,Hope,3hR8a4KfoKuRvMDmZB3Di4,The Strumbellas,6ujr1NkqbZpYOhquczUUfl,1,1,FALSE,0.556,0.657,0,-6.075,1,0.0265,0.17,0,0.113,0.79,80.529,203653,4,2016,1,2015
1wHZx0LgzFHyeIZkUydNXq,Antidote,Rodeo,4PWBTB6NYSKQwfo79I3prg,Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,9,1,TRUE,0.713,0.526,1,-5.046,1,0.032,0.00767,1.48e-4,0.124,0.131,131.05,262693,4,2015,1,2015
22mek4IiqubGD9ctzxc69s,How Deep Is Your Love,How Deep Is Your Love,3cG32DOXJoYlOHMmJIaQsm,"Calvin Harris, Disciples","7CajNmpbOovFoOoasH2HaY, 5EehXjjMktLuJmbRsM7YfB",1,1,FALSE,0.738,0.868,11,-4.373,0,0.0731,0.0392,0.00169,0.388,0.336,122.003,212640,4,2015,1,2015
22VdIZQfgXJea34mQxlt81,Can't Feel My Face,Beauty Behind The Madness,0P3oVJBFOv3TDXlYRhGL7s,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,7,1,FALSE,0.705,0.769,9,-5.526,0,0.0425,0.113,0,0.105,0.583,107.949,213520,4,2015,1,2015
25KybV9BOUlvcnv7nN3Pyo,In The Night,Beauty Behind The Madness,0P3oVJBFOv3TDXlYRhGL7s,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,10,1,TRUE,0.505,0.68,7,-4.993,1,0.0714,0.0796,0,0.0465,0.539,168.022,235653,3,2015,1,2015
26rdOwwjC2UnweK3xeS58u,GDFR (feat. Sage the Gemini & Lookas),My House,5lkNnHVlnCCCV304t89wOH,"Flo Rida, Sage The Gemini, Lookas","0jnsk9HBra6NMjO2oANoPY, 6d47Z08T4snK50HgTEHo5Z, 27fy6rHPC58Eo2VUu0iJSG",6,1,FALSE,0.657,0.827,5,-4.036,1,0.0734,7.04e-4,0.00534,0.065,0.69,145.889,190186,4,2015,1,2015
27GmP9AWRs744SzKcpJsTZ,Jumpman,What A Time To Be Alive,1ozpmkWcCHwsQ4QTnxOOdT,"Drake, Future","3TVXtAsR1Inumwj472S9r4, 1RyvyyTE3xzB2ZywiAwp0i",9,1,TRUE,0.852,0.553,1,-7.286,1,0.187,0.0559,0,0.332,0.656,142.079,205879,4,2015,1,2015
2bJvI42r8EF3wxjOuDav4r,Time of Our Lives,Globalization,4EUf4YyNjuXypWY6W5wEDm,"Pitbull, Ne-Yo","0TnOYISbd1XYRBk9myaseg, 21E3waRsmPlU7jZsS13rcj",4,1,TRUE,0.721,0.802,1,-5.797,1,0.0583,0.0921,0,0.694,0.724,124.022,229360,4,2014,1,2015
2d8JP84HNLKhmd6IYOoupQ,Trap Queen,Fetty Wap (Deluxe),2gKQvajkEEaDtkqJ8FJ4uw,Fetty Wap,6PXS4YHDkKvl1wkIl4V8DL,1,1,TRUE,0.746,0.873,7,-3.803,1,0.128,0.0244,0,0.354,0.817,148.075,222093,4,2015,1,2015
2GiJYvgVaD2HtM8GqD9EgQ,Electric Love,Dopamine,17l7MIu0Jh0tdgK7or9ovw,BØRNS,1KP6TWI40m7p3QBTU6u2xo,3,1,FALSE,0.611,0.797,6,-7.627,0,0.0533,0.00543,0.00137,0.26,0.518,120.041,218107,4,2015,1,2015
2glGP8kEfACgJdZ86kWxhN,Are You With Me - Radio Edit,Less Is More,57AJ70IWVE0pmPwNYBa4PT,Lost Frequencies,7f5Zgnp2spUuuzKplmRkt7,12,1,FALSE,0.763,0.608,5,-8.1,0,0.035,0.262,2.5e-5,0.12,0.393,121.02,138013,4,2016,1,2015
2hHLbkatPwOOmrNxTiD41L,I Really Like You,Emotion (Deluxe Expanded Edition),2oj3FG6fos7zAQJxLQGzou,Carly Rae Jepsen,6sFIWsNpZYqfjUpaCgueju,3,1,FALSE,0.62,0.805,5,-5.538,1,0.0417,0.00564,9.15e-5,0.285,0.586,122.062,204764,4,2015,1,2015
2JzZzZUQj3Qff7wapcbKjc,See You Again (feat. Charlie Puth),See You Again (feat. Charlie Puth),5FXIqS1XqbpfOKNoi5VUwS,"Wiz Khalifa, Charlie Puth","137W8MRPWKqSmrBGDBFSop, 6VuMaDnrHyPL1p4EHjYLi7",1,1,FALSE,0.689,0.481,10,-7.503,1,0.0815,0.369,1.03e-6,0.0649,0.283,80.025,229526,4,2015,1,2015
